관측소명:완도
위도:34.315556
경도:126.759722
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2021-01-02 03:25:00	132	9.70	32.70	-	-	-	-	4.0	서	269	4.9	1023.9	-	
2021-01-02 03:26:00	132	9.70	32.80	-	-	-	-	4.0	서북서	288	4.9	1023.9	-	
2021-01-02 03:27:00	130	9.70	32.60	-	-	-	-	3.0	서	279	4.9	1023.9	-	
2021-01-02 03:28:00	126	9.70	32.70	-	-	-	-	2.6	서	275	4.8	1023.9	-	
2021-01-02 03:29:00	125	9.70	32.70	-	-	-	-	2.5	서	259	4.8	1023.7	-	
2021-01-02 03:30:00	124	9.70	32.70	-	-	-	-	2.7	서	270	4.7	1023.7	-	
2021-01-02 03:31:00	124	9.70	32.70	-	-	-	-	2.4	서	275	4.7	1023.7	-	
2021-01-02 03:32:00	122	9.70	32.70	-	-	-	-	3.1	서	271	4.7	1023.7	-	
2021-01-02 03:33:00	119	9.70	32.70	-	-	-	-	2.4	서	278	4.8	1023.7	-	
2021-01-02 03:34:00	119	9.70	32.70	-	-	-	-	2.7	서북서	293	4.8	1023.7	-	
2021-01-02 03:35:00	118	9.70	32.70	-	-	-	-	2.4	서북서	284	4.8	1023.7	-	
2021-01-02 03:36:00	118	9.70	32.70	-	-	-	-	4.1	북서	312	4.9	1023.7	-	
2021-01-02 03:37:00	116	9.70	32.70	-	-	-	-	3.2	서북서	285	4.9	1023.7	-	
2021-01-02 03:38:00	114	9.70	32.70	-	-	-	-	2.9	서	275	4.9	1023.7	-	
2021-01-02 03:39:00	113	9.70	32.70	-	-	-	-	2.5	서	276	4.8	1023.7	-	
2021-01-02 03:40:00	112	9.70	32.70	-	-	-	-	2.5	서	277	4.8	1023.7	-	
2021-01-02 03:41:00	112	9.70	32.70	-	-	-	-	2.4	서	267	4.7	1023.7	-	
2021-01-02 03:42:00	112	9.70	32.70	-	-	-	-	2.4	서남서	250	4.6	1023.7	-	
2021-01-02 03:43:00	111	9.70	32.70	-	-	-	-	2.3	서	259	4.6	1023.7	-	
2021-01-02 03:44:00	110	9.70	32.70	-	-	-	-	1.8	서	262	4.5	1023.7	-	
2021-01-02 03:45:00	109	9.70	32.70	-	-	-	-	1.3	서	272	4.5	1023.7	-	
2021-01-02 03:46:00	109	9.70	32.70	-	-	-	-	1.7	서	276	4.5	1023.7	-	
2021-01-02 03:47:00	108	9.70	32.70	-	-	-	-	1.6	서북서	302	4.6	1023.7	-	
2021-01-02 03:48:00	107	9.70	32.70	-	-	-	-	3.1	서북서	284	4.7	1023.5	-	
2021-01-02 03:49:00	107	9.70	32.70	-	-	-	-	3.3	서북서	282	4.7	1023.7	-	
2021-01-02 03:50:00	105	9.70	32.70	-	-	-	-	2.9	서	281	4.7	1023.5	-	
2021-01-02 03:51:00	104	9.70	32.70	-	-	-	-	2.2	서북서	283	4.7	1023.7	-	
2021-01-02 03:52:00	104	9.70	32.70	-	-	-	-	1.9	서	260	4.6	1023.7	-	
2021-01-02 03:53:00	103	9.70	32.70	-	-	-	-	1.5	서남서	247	4.5	1023.7	-	
2021-01-02 03:54:00	102	9.70	32.70	-	-	-	-	1.0	서남서	248	4.5	1023.7	-	
2021-01-02 03:55:00	101	9.70	32.70	-	-	-	-	1.7	서남서	259	4.5	1023.5	-	
2021-01-02 03:56:00	101	9.70	32.70	-	-	-	-	2.7	서	272	4.6	1023.5	-	
2021-01-02 03:57:00	101	9.70	32.70	-	-	-	-	1.7	서북서	295	4.6	1023.5	-	
2021-01-02 03:58:00	98	9.70	32.70	-	-	-	-	2.5	서	273	4.6	1023.7	-	
2021-01-02 03:59:00	98	9.70	32.70	-	-	-	-	1.8	서	265	4.6	1023.7	-	
2021-01-02 04:00:00	97	9.70	32.70	-	-	-	-	1.3	서	279	4.6	1023.7	-	
2021-01-02 04:01:00	95	9.70	32.70	-	-	-	-	2.0	서	278	4.6	1023.7	-	
2021-01-02 04:02:00	95	9.70	32.70	-	-	-	-	2.4	서	275	4.7	1023.5	-	
2021-01-02 04:03:00	93	9.70	32.70	-	-	-	-	2.2	서북서	293	4.7	1023.5	-	
2021-01-02 04:04:00	90	9.70	32.70	-	-	-	-	2.7	서	264	4.6	1023.5	-	
2021-01-02 04:05:00	90	9.70	32.70	-	-	-	-	1.9	서남서	249	4.6	1023.7	-	
2021-01-02 04:06:00	89	9.70	32.70	-	-	-	-	1.9	서남서	246	4.6	1023.5	-	
2021-01-02 04:07:00	89	9.70	32.70	-	-	-	-	2.1	서	265	4.6	1023.5	-	
2021-01-02 04:08:00	88	9.70	32.70	-	-	-	-	1.7	서	279	4.6	1023.7	-	
2021-01-02 04:09:00	86	9.70	32.70	-	-	-	-	1.7	서남서	257	4.6	1023.7	-	
2021-01-02 04:10:00	86	9.70	32.70	-	-	-	-	1.7	서	260	4.5	1023.7	-	
2021-01-02 04:11:00	85	9.70	32.70	-	-	-	-	1.6	서남서	258	4.5	1023.7	-	
2021-01-02 04:12:00	85	9.70	32.70	-	-	-	-	1.5	서남서	257	4.5	1023.7	-	
2021-01-02 04:13:00	85	9.70	32.70	-	-	-	-	1.7	서	269	4.6	1023.7	-	
2021-01-02 04:14:00	85	9.70	32.70	-	-	-	-	1.4	서	266	4.6	1023.7	-	
2021-01-02 04:15:00	84	9.70	32.70	-	-	-	-	1.8	서남서	243	4.5	1023.7	-	
2021-01-02 04:16:00	84	9.70	32.70	-	-	-	-	1.9	서남서	240	4.5	1023.7	-	
2021-01-02 04:17:00	84	9.70	32.70	-	-	-	-	1.7	서남서	238	4.5	1023.7	-	
2021-01-02 04:18:00	84	9.70	32.70	-	-	-	-	1.2	서남서	248	4.5	1023.7	-	
2021-01-02 04:19:00	82	9.70	32.70	-	-	-	-	2.0	서남서	252	4.5	1023.7	-	
2021-01-02 04:20:00	80	9.70	32.70	-	-	-	-	1.5	서	262	4.5	1023.7	-	
2021-01-02 04:21:00	80	9.70	32.70	-	-	-	-	1.4	서남서	255	4.5	1023.7	-	
2021-01-02 04:22:00	80	9.70	32.70	-	-	-	-	1.7	서남서	253	4.6	1023.7	-	
2021-01-02 04:23:00	80	9.70	32.70	-	-	-	-	1.6	서남서	251	4.6	1023.7	-	
2021-01-02 04:24:00	78	9.70	32.70	-	-	-	-	0.8	서남서	250	4.6	1023.7	-	
2021-01-02 04:25:00	77	9.70	32.70	-	-	-	-	2.8	서	268	4.6	1023.7	-	
2021-01-02 04:26:00	77	9.70	32.70	-	-	-	-	1.8	서남서	255	4.6	1023.7	-	
2021-01-02 04:27:00	77	9.70	32.70	-	-	-	-	2.1	서남서	254	4.6	1023.7	-	
2021-01-02 04:28:00	76	9.70	32.70	-	-	-	-	2.2	서남서	255	4.6	1023.7	-	
2021-01-02 04:29:00	74	9.70	32.70	-	-	-	-	2.8	서	268	4.7	1023.7	-	
2021-01-02 04:30:00	73	9.70	32.70	-	-	-	-	2.3	서	280	4.8	1023.7	-	
2021-01-02 04:31:00	72	9.70	32.70	-	-	-	-	2.4	서	272	4.8	1023.7	-	
2021-01-02 04:32:00	72	9.70	32.70	-	-	-	-	2.5	서	271	4.8	1023.7	-	
2021-01-02 04:33:00	72	9.70	32.70	-	-	-	-	2.0	서북서	282	4.8	1023.7	-	
2021-01-02 04:34:00	69	9.70	32.70	-	-	-	-	2.7	서북서	293	4.9	1023.7	-	
2021-01-02 04:35:00	69	9.70	32.70	-	-	-	-	3.0	서	265	4.9	1023.7	-	
2021-01-02 04:36:00	68	9.70	32.70	-	-	-	-	2.8	서	264	4.9	1023.7	-	
2021-01-02 04:37:00	68	9.70	32.70	-	-	-	-	2.0	서	277	4.9	1023.7	-	
2021-01-02 04:38:00	67	9.70	32.70	-	-	-	-	2.0	서	281	4.8	1023.7	-	
2021-01-02 04:39:00	65	9.70	32.70	-	-	-	-	2.4	서	262	4.8	1023.5	-	
2021-01-02 04:40:00	65	9.70	32.70	-	-	-	-	2.1	서	262	4.9	1023.5	-	
2021-01-02 04:41:00	65	9.70	32.70	-	-	-	-	2.9	서	267	4.9	1023.5	-	
2021-01-02 04:42:00	65	9.60	32.80	-	-	-	-	3.3	서	274	4.9	1023.5	-	
2021-01-02 04:43:00	63	9.60	32.80	-	-	-	-	3.1	서	274	4.9	1023.5	-	
2021-01-02 04:44:00	62	9.60	32.80	-	-	-	-	2.3	서	276	4.9	1023.5	-	
2021-01-02 04:45:00	61	9.60	32.80	-	-	-	-	2.2	서	281	4.9	1023.7	-	
2021-01-02 04:46:00	61	9.60	32.80	-	-	-	-	2.6	서	270	4.9	1023.7	-	
2021-01-02 04:47:00	61	9.60	32.80	-	-	-	-	2.1	서	266	4.9	1023.7	-	
2021-01-02 04:48:00	60	9.60	32.80	-	-	-	-	1.6	서	268	4.9	1023.7	-	
2021-01-02 04:49:00	59	9.60	32.80	-	-	-	-	2.9	서	269	4.9	1023.5	-	
2021-01-02 04:50:00	59	9.60	32.80	-	-	-	-	2.3	서	263	4.9	1023.5	-	
2021-01-02 04:51:00	58	9.60	32.80	-	-	-	-	2.8	서	272	5.0	1023.7	-	
2021-01-02 04:52:00	58	9.60	32.70	-	-	-	-	2.9	서남서	251	4.9	1023.5	-	
2021-01-02 04:53:00	58	9.60	32.80	-	-	-	-	4.6	서	266	4.9	1023.7	-	
2021-01-02 04:54:00	57	9.60	32.80	-	-	-	-	3.5	서	267	5.0	1023.7	-	
2021-01-02 04:55:00	56	9.60	32.80	-	-	-	-	3.6	서	263	5.0	1023.5	-	
2021-01-02 04:56:00	55	9.60	32.70	-	-	-	-	5.0	서	266	5.0	1023.5	-	
2021-01-02 04:57:00	55	9.60	32.70	-	-	-	-	4.7	서	262	5.0	1023.7	-	
2021-01-02 04:58:00	55	9.60	32.70	-	-	-	-	4.3	서	269	5.0	1023.7	-	
2021-01-02 04:59:00	53	9.60	32.70	-	-	-	-	2.3	서북서	295	5.0	1023.7	-	
2021-01-02 05:00:00	53	9.60	32.70	-	-	-	-	3.7	서	267	5.0	1023.7	-	
2021-01-02 05:01:00	51	9.60	32.70	-	-	-	-	2.6	서북서	294	5.0	1023.7	-	
2021-01-02 05:02:00	51	9.60	32.70	-	-	-	-	3.9	서북서	285	5.0	1023.7	-	
2021-01-02 05:03:00	51	9.60	32.70	-	-	-	-	3.3	서북서	290	5.0	1023.7	-	
2021-01-02 05:04:00	49	9.60	32.70	-	-	-	-	2.5	서북서	292	5.0	1023.7	-	
2021-01-02 05:05:00	49	9.60	32.70	-	-	-	-	2.7	북서	306	5.0	1023.7	-	
2021-01-02 05:06:00	48	9.60	32.70	-	-	-	-	4.1	북서	316	5.2	1023.9	-	
2021-01-02 05:07:00	48	9.60	32.70	-	-	-	-	4.8	북서	319	5.1	1023.9	-	
2021-01-02 05:08:00	48	9.60	32.70	-	-	-	-	3.7	서북서	286	5.0	1023.9	-	
2021-01-02 05:09:00	46	9.60	32.70	-	-	-	-	3.5	서북서	300	4.9	1023.9	-	
2021-01-02 05:10:00	46	9.60	32.80	-	-	-	-	4.5	북서	318	4.9	1023.9	-	
2021-01-02 05:11:00	44	9.60	32.70	-	-	-	-	5.3	북서	324	4.8	1023.9	-	
2021-01-02 05:12:00	44	9.60	32.70	-	-	-	-	5.5	북서	315	4.8	1023.9	-	
2021-01-02 05:13:00	44	9.60	32.70	-	-	-	-	3.5	서북서	296	4.8	1023.9	-	
2021-01-02 05:14:00	42	9.60	32.70	-	-	-	-	5.2	북서	326	4.6	1023.9	-	
2021-01-02 05:15:00	42	9.60	32.70	-	-	-	-	5.7	북북서	333	4.6	1023.9	-	
2021-01-02 05:16:00	42	9.60	32.70	-	-	-	-	5.8	북북서	338	4.5	1023.9	-	
2021-01-02 05:17:00	41	9.60	32.70	-	-	-	-	5.5	북북서	332	4.5	1024.0	-	
2021-01-02 05:18:00	41	9.60	32.70	-	-	-	-	5.2	북북서	335	4.6	1024.0	-	
2021-01-02 05:19:00	40	9.60	32.70	-	-	-	-	4.3	북서	321	4.6	1024.0	-	
2021-01-02 05:20:00	40	9.60	32.70	-	-	-	-	4.8	북북서	329	4.7	1024.0	-	
2021-01-02 05:21:00	40	9.60	32.70	-	-	-	-	5.7	북북서	333	4.8	1024.0	-	
2021-01-02 05:22:00	39	9.60	32.70	-	-	-	-	3.7	북서	315	4.7	1024.0	-	
2021-01-02 05:23:00	39	9.60	32.80	-	-	-	-	5.3	북서	325	4.6	1024.0	-	
2021-01-02 05:24:00	39	9.60	32.70	-	-	-	-	3.8	서북서	292	4.6	1024.0	-	
2021-01-02 05:25:00	38	9.60	32.70	-	-	-	-	3.5	북서	306	4.6	1024.2	-	
2021-01-02 05:26:00	38	9.60	32.70	-	-	-	-	2.8	북서	304	4.7	1024.2	-	
2021-01-02 05:27:00	38	9.60	32.70	-	-	-	-	3.4	북서	320	4.7	1024.0	-	
2021-01-02 05:28:00	38	9.60	32.70	-	-	-	-	3.8	북서	323	4.6	1024.0	-	
2021-01-02 05:29:00	37	9.60	32.70	-	-	-	-	4.1	북서	319	4.6	1024.2	-	
2021-01-02 05:30:00	37	9.60	32.70	-	-	-	-	3.2	북서	314	4.5	1024.2	-	
2021-01-02 05:31:00	36	9.60	32.70	-	-	-	-	2.7	북서	310	4.5	1024.2	-	
2021-01-02 05:32:00	36	9.60	32.80	-	-	-	-	2.7	북서	313	4.6	1024.2	-	
2021-01-02 05:33:00	36	9.60	32.80	-	-	-	-	4.0	북서	316	4.3	1024.2	-	
2021-01-02 05:34:00	35	9.60	32.70	-	-	-	-	3.4	북서	314	4.5	1024.2	-	
2021-01-02 05:35:00	34	9.60	32.70	-	-	-	-	4.5	북서	321	4.5	1024.2	-	
2021-01-02 05:36:00	34	9.60	32.70	-	-	-	-	4.1	북서	320	4.6	1024.2	-	
2021-01-02 05:37:00	33	9.60	32.70	-	-	-	-	4.8	북서	320	4.5	1024.2	-	
2021-01-02 05:38:00	33	9.60	32.70	-	-	-	-	4.4	북북서	330	4.4	1024.2	-	
2021-01-02 05:39:00	33	9.60	32.70	-	-	-	-	3.8	북서	326	4.5	1024.2	-	
2021-01-02 05:40:00	32	9.60	32.70	-	-	-	-	4.3	북북서	330	4.4	1024.2	-	
2021-01-02 05:41:00	32	9.60	32.70	-	-	-	-	4.2	북북서	330	4.3	1024.2	-	
2021-01-02 05:42:00	31	9.60	32.70	-	-	-	-	4.0	북북서	335	4.5	1024.2	-	
2021-01-02 05:43:00	31	9.60	32.70	-	-	-	-	3.7	북북서	331	4.4	1024.2	-	
2021-01-02 05:44:00	31	9.60	32.70	-	-	-	-	3.8	북서	322	4.4	1024.2	-	
2021-01-02 05:45:00	30	9.60	32.70	-	-	-	-	3.8	북북서	345	4.1	1024.2	-	
2021-01-02 05:46:00	30	9.60	32.70	-	-	-	-	3.9	북북서	341	4.1	1024.2	-	
2021-01-02 05:47:00	29	9.60	32.70	-	-	-	-	3.6	북북서	344	4.2	1024.2	-	
2021-01-02 05:48:00	29	9.60	32.70	-	-	-	-	3.2	북북서	333	4.2	1024.2	-	
2021-01-02 05:49:00	30	9.60	32.70	-	-	-	-	3.7	북북서	342	4.0	1024.2	-	
2021-01-02 05:50:00	29	9.60	32.70	-	-	-	-	3.6	북북서	339	4.0	1024.2	-	
2021-01-02 05:51:00	29	9.60	32.70	-	-	-	-	3.2	북북서	342	4.0	1024.2	-	
2021-01-02 05:52:00	29	9.60	32.70	-	-	-	-	2.7	북북서	344	4.1	1024.2	-	
2021-01-02 05:53:00	29	9.60	32.70	-	-	-	-	2.7	북북서	338	4.1	1024.2	-	
2021-01-02 05:54:00	29	9.60	32.70	-	-	-	-	2.6	북북서	342	4.1	1024.2	-	
2021-01-02 05:55:00	28	9.60	32.70	-	-	-	-	2.7	북북서	331	4.1	1024.0	-	
2021-01-02 05:56:00	27	9.60	32.70	-	-	-	-	2.1	북북서	340	4.1	1024.0	-	
2021-01-02 05:57:00	28	9.60	32.70	-	-	-	-	2.1	북북서	342	4.2	1024.0	-	
2021-01-02 05:58:00	28	9.60	32.70	-	-	-	-	2.7	북북서	330	4.2	1024.2	-	
2021-01-02 05:59:00	27	9.60	32.70	-	-	-	-	2.2	북북서	331	4.2	1024.0	-	
2021-01-02 06:00:00	27	9.60	32.70	-	-	-	-	2.4	북북서	332	4.2	1024.0	-	
2021-01-02 06:01:00	27	9.60	32.70	-	-	-	-	2.9	북북서	330	4.3	1024.0	-	
2021-01-02 06:02:00	26	9.60	32.70	-	-	-	-	2.9	북북서	329	4.2	1024.2	-	
2021-01-02 06:03:00	26	9.60	32.70	-	-	-	-	2.3	북북서	338	4.2	1024.2	-	
2021-01-02 06:04:00	26	9.60	32.70	-	-	-	-	2.7	북서	322	4.2	1024.2	-	
2021-01-02 06:05:00	25	9.60	32.70	-	-	-	-	2.0	북서	319	4.4	1024.2	-	
2021-01-02 06:06:00	25	9.60	32.70	-	-	-	-	1.9	북북서	335	4.3	1024.0	-	
2021-01-02 06:07:00	25	9.60	32.70	-	-	-	-	2.0	북북서	338	4.3	1024.0	-	
2021-01-02 06:08:00	25	9.60	32.70	-	-	-	-	1.9	북서	315	4.3	1024.2	-	
2021-01-02 06:09:00	25	9.60	32.70	-	-	-	-	1.6	서북서	289	4.3	1024.2	-	
2021-01-02 06:10:00	26	9.60	32.70	-	-	-	-	1.8	서	270	4.2	1024.2	-	
2021-01-02 06:11:00	26	9.60	32.70	-	-	-	-	1.7	서	279	4.2	1024.2	-	
2021-01-02 06:12:00	26	9.60	32.70	-	-	-	-	1.7	서	275	4.1	1024.3	-	
2021-01-02 06:13:00	26	9.60	32.70	-	-	-	-	2.0	북서	304	4.1	1024.3	-	
2021-01-02 06:14:00	26	9.60	32.70	-	-	-	-	3.1	북서	319	4.3	1024.3	-	
2021-01-02 06:15:00	26	9.60	32.70	-	-	-	-	5.9	북북서	342	4.1	1024.3	-	
2021-01-02 06:16:00	26	9.60	32.70	-	-	-	-	5.5	북북서	340	4.0	1024.3	-	
2021-01-02 06:17:00	26	9.60	32.70	-	-	-	-	5.2	북북서	334	4.0	1024.3	-	
2021-01-02 06:18:00	26	9.60	32.70	-	-	-	-	5.4	북북서	333	4.0	1024.3	-	
2021-01-02 06:19:00	26	9.60	32.70	-	-	-	-	5.6	북북서	334	4.1	1024.3	-	
2021-01-02 06:20:00	26	9.60	32.70	-	-	-	-	5.5	북서	326	4.3	1024.3	-	
2021-01-02 06:21:00	26	9.60	32.70	-	-	-	-	4.3	북북서	336	4.1	1024.3	-	
2021-01-02 06:22:00	26	9.60	32.70	-	-	-	-	5.7	북북서	339	3.9	1024.3	-	
2021-01-02 06:23:00	27	9.60	32.70	-	-	-	-	4.8	북북서	341	3.9	1024.5	-	
2021-01-02 06:24:00	27	9.60	32.70	-	-	-	-	4.1	북북서	342	3.8	1024.5	-	
2021-01-02 06:25:00	28	9.60	32.70	-	-	-	-	4.4	북북서	348	3.7	1024.5	-	
2021-01-02 06:26:00	28	9.60	32.70	-	-	-	-	3.6	북	354	3.7	1024.5	-	
2021-01-02 06:27:00	28	9.60	32.70	-	-	-	-	4.3	북북서	346	3.7	1024.5	-	
2021-01-02 06:28:00	28	9.60	32.70	-	-	-	-	4.9	북북서	343	3.7	1024.5	-	
2021-01-02 06:29:00	28	9.60	32.70	-	-	-	-	3.5	북북서	338	3.7	1024.5	-	
2021-01-02 06:30:00	29	9.60	32.70	-	-	-	-	4.2	북북서	342	3.7	1024.5	-	
2021-01-02 06:31:00	29	9.60	32.70	-	-	-	-	4.0	북북서	345	3.8	1024.5	-	
2021-01-02 06:32:00	29	9.60	32.70	-	-	-	-	4.7	북북서	338	3.6	1024.5	-	
2021-01-02 06:33:00	29	9.60	32.70	-	-	-	-	4.5	북북서	342	3.8	1024.5	-	
2021-01-02 06:34:00	29	9.60	32.70	-	-	-	-	5.2	북북서	338	3.8	1024.7	-	
2021-01-02 06:35:00	28	9.60	32.70	-	-	-	-	4.2	북	349	3.6	1024.5	-	
2021-01-02 06:36:00	28	9.60	32.70	-	-	-	-	5.2	북북서	333	3.9	1024.7	-	
2021-01-02 06:37:00	29	9.60	32.70	-	-	-	-	4.2	북북서	340	3.8	1024.7	-	
2021-01-02 06:38:00	29	9.60	32.70	-	-	-	-	4.5	북북서	339	3.6	1024.7	-	
2021-01-02 06:39:00	29	9.60	32.70	-	-	-	-	5.0	북북서	346	3.8	1024.7	-	
2021-01-02 06:40:00	30	9.60	32.70	-	-	-	-	4.8	북서	324	3.9	1024.7	-	
2021-01-02 06:41:00	31	9.60	32.70	-	-	-	-	4.5	북서	308	3.9	1024.7	-	
2021-01-02 06:42:00	31	9.60	32.70	-	-	-	-	5.2	북서	312	3.8	1024.7	-	
2021-01-02 06:43:00	31	9.60	32.70	-	-	-	-	4.8	북서	326	3.9	1024.7	-	
2021-01-02 06:44:00	31	9.60	32.70	-	-	-	-	5.2	북서	326	4.0	1024.8	-	
2021-01-02 06:45:00	33	9.60	32.70	-	-	-	-	5.9	북북서	331	3.8	1024.7	-	
2021-01-02 06:46:00	33	9.60	32.70	-	-	-	-	4.7	북북서	332	4.1	1024.7	-	
2021-01-02 06:47:00	33	9.60	32.70	-	-	-	-	4.3	북북서	334	4.0	1024.7	-	
2021-01-02 06:48:00	33	9.60	32.70	-	-	-	-	4.5	북북서	337	4.0	1024.8	-	
2021-01-02 06:49:00	33	9.60	32.70	-	-	-	-	4.1	북북서	341	3.9	1024.7	-	
2021-01-02 06:50:00	34	9.60	32.70	-	-	-	-	3.1	북서	312	3.9	1024.7	-	
2021-01-02 06:51:00	34	9.60	32.70	-	-	-	-	2.8	북서	316	3.9	1024.8	-	
2021-01-02 06:52:00	35	9.60	32.70	-	-	-	-	2.5	북북서	328	3.9	1024.8	-	
2021-01-02 06:53:00	35	9.60	32.70	-	-	-	-	3.0	북북서	330	3.9	1024.8	-	
2021-01-02 06:54:00	35	9.60	32.70	-	-	-	-	2.0	북북서	329	3.9	1024.8	-	
2021-01-02 06:55:00	36	9.60	32.70	-	-	-	-	2.0	북서	321	3.9	1024.8	-	
2021-01-02 06:56:00	37	9.60	32.70	-	-	-	-	1.6	서북서	284	3.8	1024.7	-	
2021-01-02 06:57:00	38	9.60	32.70	-	-	-	-	2.0	서북서	301	3.8	1024.8	-	
2021-01-02 06:58:00	39	9.60	32.70	-	-	-	-	1.4	서북서	285	3.7	1024.8	-	
2021-01-02 06:59:00	39	9.60	32.70	-	-	-	-	1.8	서북서	295	3.7	1024.8	-	
2021-01-02 07:00:00	40	9.60	32.70	-	-	-	-	2.0	북서	313	3.8	1024.8	-	
2021-01-02 07:01:00	40	9.60	32.70	-	-	-	-	2.0	북서	308	3.8	1024.8	-	
2021-01-02 07:02:00	41	9.60	32.70	-	-	-	-	2.4	북서	309	3.7	1024.8	-	
2021-01-02 07:03:00	42	9.60	32.70	-	-	-	-	2.0	서	275	3.8	1024.8	-	
2021-01-02 07:04:00	42	9.60	32.70	-	-	-	-	2.0	북서	322	4.0	1024.8	-	
2021-01-02 07:05:00	42	9.60	32.70	-	-	-	-	2.0	북서	326	4.0	1024.8	-	
2021-01-02 07:06:00	43	9.60	32.70	-	-	-	-	3.2	북서	314	3.9	1024.8	-	
2021-01-02 07:07:00	45	9.60	32.70	-	-	-	-	2.0	서북서	295	4.0	1024.8	-	
2021-01-02 07:08:00	45	9.60	32.70	-	-	-	-	2.1	북서	320	4.0	1024.8	-	
2021-01-02 07:09:00	45	9.60	32.70	-	-	-	-	2.3	북서	322	4.0	1024.8	-	
2021-01-02 07:10:00	47	9.60	32.70	-	-	-	-	2.8	북서	321	3.9	1024.8	-	
2021-01-02 07:11:00	48	9.60	32.70	-	-	-	-	3.9	북북서	328	3.7	1024.8	-	
2021-01-02 07:12:00	49	9.60	32.70	-	-	-	-	3.1	북서	318	3.8	1024.8	-	
2021-01-02 07:13:00	50	9.60	32.70	-	-	-	-	2.4	북북서	331	3.8	1024.8	-	
2021-01-02 07:14:00	50	9.60	32.70	-	-	-	-	3.7	북북서	329	3.9	1024.8	-	
2021-01-02 07:15:00	51	9.60	32.70	-	-	-	-	3.4	북서	323	3.9	1024.8	-	
2021-01-02 07:16:00	53	9.60	32.70	-	-	-	-	2.8	북서	307	3.9	1024.8	-	
2021-01-02 07:17:00	54	9.60	32.70	-	-	-	-	2.1	북북서	328	3.9	1024.8	-	
2021-01-02 07:18:00	55	9.60	32.70	-	-	-	-	1.9	북서	323	3.9	1024.8	-	
2021-01-02 07:19:00	55	9.60	32.70	-	-	-	-	2.2	북서	320	3.9	1024.8	-	
2021-01-02 07:20:00	55	9.60	32.70	-	-	-	-	2.0	서북서	293	3.8	1025.0	-	
2021-01-02 07:21:00	56	9.60	32.70	-	-	-	-	2.5	북서	320	3.7	1025.0	-	
2021-01-02 07:22:00	57	9.60	32.70	-	-	-	-	2.7	서북서	296	3.8	1025.0	-	
2021-01-02 07:23:00	57	9.60	32.70	-	-	-	-	1.7	서북서	294	3.8	1025.0	-	
2021-01-02 07:24:00	57	9.60	32.70	-	-	-	-	3.9	북북서	338	3.8	1025.0	-	
2021-01-02 07:25:00	58	9.60	32.70	-	-	-	-	2.9	북북서	329	3.9	1025.0	-	
2021-01-02 07:26:00	60	9.60	32.70	-	-	-	-	2.0	서북서	303	3.9	1025.0	-	
2021-01-02 07:27:00	62	9.60	32.70	-	-	-	-	2.0	북서	310	3.9	1025.0	-	
2021-01-02 07:28:00	63	9.60	32.70	-	-	-	-	2.4	북서	307	3.9	1025.2	-	
2021-01-02 07:29:00	63	9.60	32.70	-	-	-	-	2.4	북서	311	3.9	1025.0	-	
2021-01-02 07:30:00	64	9.60	32.70	-	-	-	-	3.1	북북서	328	4.0	1025.0	-	
2021-01-02 07:31:00	66	9.60	32.70	-	-	-	-	3.2	북북서	330	4.0	1025.0	-	
2021-01-02 07:32:00	67	9.60	32.70	-	-	-	-	3.4	북북서	332	3.8	1025.0	-	
2021-01-02 07:33:00	68	9.60	32.70	-	-	-	-	3.1	북북서	333	3.7	1025.0	-	
2021-01-02 07:34:00	68	9.60	32.70	-	-	-	-	3.2	북북서	334	3.7	1025.0	-	
2021-01-02 07:35:00	69	9.60	32.70	-	-	-	-	3.2	북북서	338	3.8	1025.0	-	
2021-01-02 07:36:00	71	9.60	32.70	-	-	-	-	3.0	북북서	334	3.8	1025.0	-	
2021-01-02 07:37:00	73	9.60	32.70	-	-	-	-	3.4	북북서	332	3.8	1025.0	-	
2021-01-02 07:38:00	74	9.60	32.70	-	-	-	-	3.1	북북서	328	3.8	1025.0	-	
2021-01-02 07:39:00	75	9.60	32.70	-	-	-	-	3.0	북북서	338	3.6	1025.0	-	
2021-01-02 07:40:00	75	9.60	32.70	-	-	-	-	2.8	북북서	340	3.7	1025.0	-	
2021-01-02 07:41:00	77	9.60	32.70	-	-	-	-	3.3	북북서	341	3.6	1025.0	-	
2021-01-02 07:42:00	78	9.60	32.70	-	-	-	-	3.2	북북서	346	3.7	1025.0	-	
2021-01-02 07:43:00	79	9.60	32.70	-	-	-	-	3.1	북북서	342	3.6	1025.0	-	
2021-01-02 07:44:00	81	9.60	32.70	-	-	-	-	3.2	북서	323	3.7	1025.0	-	
2021-01-02 07:45:00	81	9.60	32.70	-	-	-	-	2.7	북	353	3.6	1025.0	-	
2021-01-02 07:46:00	82	9.60	32.70	-	-	-	-	2.0	북	352	3.7	1025.0	-	
2021-01-02 07:47:00	83	9.60	32.70	-	-	-	-	2.1	북북서	342	3.6	1025.0	-	
2021-01-02 07:48:00	84	9.60	32.70	-	-	-	-	2.9	북북서	330	3.6	1025.0	-	
2021-01-02 07:49:00	85	9.60	32.70	-	-	-	-	2.6	북북서	330	3.7	1025.0	-	
